#t	m1	m2	m3
1573	0.9154	-0.5626	0.3976
1574	0.909	-0.5582	0.3954
1575	0.9102	-0.5568	0.4016
1576	0.9144	-0.5512	0.4062
1577	0.9152	-0.5536	0.4052
1578	0.9092	-0.5652	0.4066
1579	0.905	-0.5692	0.409
1580	0.9112	-0.5664	0.4098
1581	0.9132	-0.574	0.4044
1582	0.9176	-0.5774	0.398
1583	0.9162	-0.5744	0.3994
1584	0.9182	-0.5674	0.3956
1585	0.9034	-0.5726	0.413
1586	0.9112	-0.5686	0.4102
1587	0.9118	-0.5822	0.4132
1588	0.913	-0.5792	0.4072
1589	0.9132	-0.5822	0.4158
1590	0.9086	-0.5892	0.4226
1591	0.9126	-0.5874	0.4242
1592	0.9156	-0.5964	0.4254
1593	0.9198	-0.5994	0.424
1594	0.9206	-0.6062	0.4218
1595	0.9204	-0.608	0.4216
1596	0.9176	-0.6106	0.4344
1597	0.923	-0.6046	0.4308
1598	0.9176	-0.6062	0.4272
1599	0.9174	-0.6022	0.429
1600	0.9116	-0.6082	0.4288
1601	0.9168	-0.6076	0.4216
1602	0.9136	-0.6038	0.4192
1603	0.9186	-0.6022	0.4286
1604	0.9186	-0.5994	0.4276
1605	0.9178	-0.5976	0.4398
1606	0.9132	-0.5848	0.441
1607	0.9086	-0.5922	0.4434
1608	0.9098	-0.5894	0.4412
1609	0.9078	-0.5862	0.4374
1610	0.911	-0.5946	0.4382
1611	0.9148	-0.5982	0.4282
1612	0.9122	-0.5928	0.4166
1613	0.9066	-0.589	0.4214
1614	0.9048	-0.5974	0.4196
1615	0.9116	-0.5994	0.4232
1616	0.9078	-0.5986	0.4206
1617	0.9034	-0.5948	0.428
1618	0.9066	-0.5888	0.4344
1619	0.9076	-0.5926	0.4264
1620	0.9012	-0.5994	0.4216
1621	0.911	-0.605	0.424
1622	0.9138	-0.6032	0.432
1623	0.9184	-0.6012	0.432
1624	0.9106	-0.6108	0.4364
1625	0.907	-0.6042	0.4384
1626	0.9156	-0.608	0.4388
1627	0.904	-0.6108	0.4422
1628	0.9014	-0.599	0.4472
1629	0.9022	-0.6034	0.4398
1630	0.9006	-0.5958	0.4372
1631	0.8952	-0.5996	0.443
1632	0.9002	-0.5856	0.449
1633	0.9048	-0.5832	0.4552
1634	0.9082	-0.5816	0.4602
1635	0.9096	-0.589	0.4656
1636	0.9142	-0.5792	0.4668
1637	0.9172	-0.5674	0.4628
1638	0.9144	-0.5698	0.4586
1639	0.9132	-0.5736	0.4642
1640	0.9106	-0.5596	0.472
1641	0.9062	-0.5642	0.467
1642	0.9036	-0.5594	0.4624
1643	0.9068	-0.5642	0.4626
1644	0.9142	-0.564	0.461
1645	0.9088	-0.5538	0.464
1646	0.9066	-0.5504	0.4566
1647	0.9054	-0.5414	0.4566
1648	0.9094	-0.5362	0.4566
1649	0.915	-0.541	0.467
1650	0.9168	-0.544	0.4666
1651	0.9144	-0.5506	0.475
1652	0.9142	-0.5544	0.4764
1653	0.9138	-0.5588	0.4826
1654	0.9122	-0.5562	0.477
1655	0.9148	-0.562	0.4802
1656	0.908	-0.558	0.4806
1657	0.9144	-0.5528	0.4792
1658	0.9162	-0.5526	0.4888
1659	0.9236	-0.5526	0.4886
1660	0.9208	-0.5586	0.4748
1661	0.9208	-0.5666	0.4672
1662	0.9164	-0.5706	0.4636
1663	0.9202	-0.5704	0.4606
1664	0.9118	-0.5646	0.4594
1665	0.9188	-0.574	0.4648
1666	0.9146	-0.5734	0.4676
1667	0.921	-0.575	0.4672
1668	0.9224	-0.5828	0.4648
1669	0.9224	-0.5816	0.477
1670	0.9214	-0.5844	0.4826
1671	0.9212	-0.5888	0.4904
1672	0.9154	-0.5848	0.4822
1673	0.9212	-0.5846	0.4814
1674	0.9138	-0.6032	0.484
1675	0.915	-0.5952	0.4856
1676	0.9154	-0.5978	0.4838
1677	0.9072	-0.6048	0.4944
1678	0.9134	-0.6048	0.4908
1679	0.909	-0.5928	0.4874
1680	0.908	-0.5916	0.4904
1681	0.9118	-0.5932	0.4968
1682	0.913	-0.5998	0.4956
1683	0.9062	-0.5954	0.4904
1684	0.9062	-0.6058	0.4942
1685	0.9226	-0.6062	0.5036
1686	0.9068	-0.6164	0.5048
1687	0.902	-0.6222	0.511
1688	0.9054	-0.6322	0.5192
1689	0.8922	-0.627	0.5204
1690	0.9002	-0.6312	0.5182
1691	0.9024	-0.6288	0.5172
1692	0.899	-0.6194	0.5206
1693	0.8982	-0.6282	0.5182
1694	0.9036	-0.6198	0.5224
1695	0.9038	-0.6308	0.5114
1696	0.9048	-0.6398	0.5104
1697	0.9146	-0.6326	0.5092
1698	0.9122	-0.6394	0.5076
1699	0.9082	-0.6338	0.504
1700	0.9098	-0.639	0.5006
1701	0.9142	-0.6312	0.5004
1702	0.913	-0.6424	0.4922
1703	0.9128	-0.6424	0.4818
1704	0.907	-0.6472	0.4822
1705	0.9052	-0.6452	0.4904
1706	0.8978	-0.6468	0.4922
1707	0.8992	-0.6418	0.4896
1708	0.9036	-0.6382	0.492
1709	0.9048	-0.64	0.4986
1710	0.905	-0.6364	0.4938
1711	0.9026	-0.6298	0.4944
1712	0.8994	-0.6318	0.4954
1713	0.8984	-0.6366	0.4912
1714	0.9	-0.6402	0.4886
1715	0.902	-0.642	0.4868
1716	0.9006	-0.6374	0.4904
1717	0.91	-0.6318	0.4868
1718	0.9128	-0.6384	0.488
1719	0.9154	-0.6364	0.4776
1720	0.9088	-0.6458	0.4882
1721	0.9076	-0.6444	0.4924
1722	0.905	-0.6554	0.4868
1723	0.9068	-0.651	0.4828
1724	0.9062	-0.6584	0.4858
1725	0.9014	-0.661	0.4862
1726	0.909	-0.6494	0.4794
1727	0.9036	-0.6474	0.4762
1728	0.914	-0.657	0.4678
1729	0.9152	-0.6588	0.4754
1730	0.9144	-0.6634	0.4696
1731	0.9154	-0.6616	0.4782
1732	0.9114	-0.6658	0.4738
1733	0.918	-0.6568	0.4762
1734	0.9188	-0.6634	0.481
1735	0.9092	-0.6592	0.4858
1736	0.91	-0.6632	0.4848
1737	0.9192	-0.67	0.476
1738	0.9162	-0.6664	0.466
1739	0.9154	-0.6798	0.4724
1740	0.9084	-0.677	0.4756
1741	0.9068	-0.6752	0.4808
1742	0.9124	-0.6738	0.4832
1743	0.9088	-0.6752	0.4836
1744	0.9092	-0.6684	0.4934
1745	0.902	-0.666	0.4834
1746	0.9022	-0.671	0.4792
1747	0.9104	-0.6658	0.484
1748	0.9118	-0.6636	0.481
1749	0.9174	-0.6616	0.4704
1750	0.916	-0.6654	0.486
1751	0.9168	-0.664	0.4838
1752	0.916	-0.6636	0.476
1753	0.9126	-0.6668	0.4772
1754	0.9188	-0.6644	0.484
1755	0.9234	-0.6726	0.4748
1756	0.9282	-0.674	0.4656
1757	0.928	-0.6722	0.4674
1758	0.923	-0.6664	0.4722
1759	0.9238	-0.6776	0.4646
1760	0.9274	-0.6858	0.4726
1761	0.9234	-0.6884	0.474
1762	0.9146	-0.6868	0.4724
1763	0.915	-0.6856	0.4848
1764	0.917	-0.6826	0.4768
1765	0.9218	-0.671	0.4802
1766	0.9192	-0.6618	0.4864
1767	0.914	-0.6684	0.4852
1768	0.917	-0.6584	0.4932
1769	0.9204	-0.6532	0.4804
1770	0.916	-0.6564	0.484
1771	0.9132	-0.6478	0.495
1772	0.9158	-0.653	0.4962
1773	0.9214	-0.6522	0.5022
1774	0.9212	-0.6544	0.5036
1775	0.9218	-0.6544	0.5082
1776	0.9234	-0.6604	0.5058
1777	0.9268	-0.67	0.499
1778	0.9308	-0.6674	0.5028
1779	0.935	-0.6722	0.512
1780	0.9188	-0.6716	0.5186
1781	0.9168	-0.674	0.522
1782	0.9222	-0.6702	0.528
1783	0.9164	-0.6588	0.5274
1784	0.915	-0.6654	0.525
1785	0.9222	-0.6698	0.5238
1786	0.9264	-0.671	0.5158
1787	0.9138	-0.6662	0.5186
1788	0.9172	-0.6704	0.5138
1789	0.9096	-0.6684	0.518
1790	0.9016	-0.6634	0.525
1791	0.9008	-0.6718	0.5296
1792	0.898	-0.6614	0.5356
1793	0.9054	-0.664	0.5302
1794	0.9168	-0.6632	0.5364
1795	0.9176	-0.6762	0.5382
1796	0.92	-0.6716	0.5374
1797	0.9246	-0.6718	0.5298
1798	0.918	-0.6728	0.5242
1799	0.9146	-0.6754	0.5284
1800	0.917	-0.6676	0.529
1801	0.9156	-0.6718	0.5326
1802	0.9104	-0.6722	0.5254
1803	0.9122	-0.6764	0.5198
1804	0.901	-0.6758	0.5262
1805	0.8988	-0.6708	0.5278
1806	0.8998	-0.6712	0.539
1807	0.9074	-0.6668	0.5434
1808	0.906	-0.6756	0.5538
1809	0.9122	-0.6796	0.552
1810	0.9138	-0.6706	0.5566
1811	0.9162	-0.6618	0.5482
1812	0.9218	-0.6678	0.5438
1813	0.9176	-0.6642	0.5572
1814	0.9156	-0.6638	0.5664
1815	0.9136	-0.6686	0.5522
1816	0.924	-0.6716	0.5446
1817	0.9246	-0.6732	0.5498
1818	0.9202	-0.6624	0.5542
1819	0.919	-0.6584	0.5618
1820	0.923	-0.6608	0.567
1821	0.9168	-0.6558	0.57
1822	0.9162	-0.6684	0.5734
1823	0.913	-0.667	0.5812
1824	0.9094	-0.6664	0.5728
1825	0.9112	-0.669	0.565
1826	0.9064	-0.6686	0.5734
1827	0.9104	-0.6658	0.5752
1828	0.9096	-0.663	0.5752
1829	0.913	-0.6694	0.5702
1830	0.9154	-0.6688	0.5698
1831	0.9146	-0.6728	0.5772
1832	0.917	-0.6702	0.5766
1833	0.911	-0.6666	0.5768
1834	0.9114	-0.6668	0.5808
1835	0.913	-0.6692	0.5778
1836	0.91	-0.6794	0.587
1837	0.919	-0.667	0.5852
1838	0.9214	-0.666	0.5896
1839	0.9234	-0.6634	0.5798
1840	0.9248	-0.6654	0.5858
1841	0.9208	-0.665	0.5782
1842	0.917	-0.67	0.579
1843	0.9126	-0.6722	0.5692
1844	0.915	-0.6608	0.5726
1845	0.9052	-0.662	0.5714
1846	0.905	-0.6554	0.568
1847	0.9004	-0.6518	0.5676
1848	0.9002	-0.6482	0.5644
1849	0.8936	-0.657	0.5676
1850	0.8974	-0.659	0.561
1851	0.8982	-0.6536	0.5554
1852	0.904	-0.66	0.5596
1853	0.9016	-0.659	0.5496
1854	0.9028	-0.6642	0.5456
1855	0.9032	-0.673	0.5486
1856	0.9038	-0.6634	0.5518
1857	0.9132	-0.6638	0.558
1858	0.9118	-0.6674	0.5676
1859	0.9058	-0.671	0.5628
1860	0.9178	-0.6698	0.5494
1861	0.9188	-0.662	0.5548
1862	0.9258	-0.667	0.5504
1863	0.9164	-0.6708	0.5524
1864	0.9204	-0.6762	0.5568
1865	0.919	-0.6746	0.5582
1866	0.9176	-0.6808	0.5562
1867	0.9204	-0.6814	0.5554
1868	0.926	-0.6856	0.5446
1869	0.922	-0.6896	0.5392
1870	0.9224	-0.6802	0.546
1871	0.9238	-0.6814	0.5468
1872	0.917	-0.6868	0.54
1873	0.9148	-0.6828	0.5386
1874	0.9178	-0.6766	0.554
1875	0.9158	-0.6774	0.5484
1876	0.917	-0.683	0.5458
1877	0.9188	-0.6774	0.548
1878	0.9156	-0.6724	0.5536
1879	0.9154	-0.6786	0.5562
1880	0.9162	-0.678	0.5676
1881	0.9138	-0.6906	0.5592
1882	0.9206	-0.6926	0.5562
1883	0.922	-0.6946	0.5484
1884	0.9196	-0.694	0.5496
1885	0.9262	-0.689	0.5504
1886	0.9184	-0.6926	0.5466
1887	0.921	-0.6852	0.5522
1888	0.918	-0.6886	0.55
1889	0.9174	-0.6956	0.5452
1890	0.9234	-0.6862	0.5452
1891	0.9242	-0.6806	0.551
1892	0.9166	-0.6912	0.5494
1893	0.9166	-0.6898	0.5408
1894	0.9218	-0.6874	0.5418
1895	0.9188	-0.6996	0.5354
1896	0.9214	-0.7052	0.5302
1897	0.9232	-0.7022	0.5362
1898	0.9192	-0.7022	0.549
1899	0.9152	-0.6914	0.5506
1900	0.9142	-0.6984	0.5432
1901	0.9172	-0.7078	0.543
1902	0.917	-0.6958	0.549
1903	0.9132	-0.6908	0.545
1904	0.907	-0.6986	0.5446
1905	0.9102	-0.7108	0.5402
1906	0.9206	-0.7038	0.5362
1907	0.922	-0.706	0.5328
1908	0.9186	-0.6986	0.5336
1909	0.9178	-0.7008	0.5432
1910	0.9206	-0.6986	0.5464
1911	0.9222	-0.6954	0.5464
1912	0.9224	-0.6946	0.5426
1913	0.918	-0.6998	0.5354
1914	0.9178	-0.6926	0.528
1915	0.9148	-0.6944	0.5302
1916	0.9174	-0.7028	0.5298
1917	0.919	-0.6986	0.5282
1918	0.915	-0.692	0.5266
1919	0.9092	-0.6956	0.5228
1920	0.9044	-0.6936	0.5216
1921	0.905	-0.6822	0.5306
1922	0.9124	-0.6766	0.5274
1923	0.913	-0.6816	0.5224
1924	0.907	-0.6784	0.5234
1925	0.9056	-0.6748	0.5364
1926	0.907	-0.6814	0.5424
1927	0.9028	-0.6802	0.5466
1928	0.908	-0.6914	0.5432
1929	0.9072	-0.682	0.5446
1930	0.9076	-0.6782	0.5422
1931	0.9112	-0.679	0.5346
1932	0.9128	-0.69	0.52
1933	0.9186	-0.688	0.522
1934	0.9178	-0.676	0.5228
1935	0.9142	-0.6778	0.5264
1936	0.9168	-0.6706	0.5218
1937	0.9126	-0.677	0.5216
1938	0.9066	-0.681	0.5216
1939	0.9042	-0.6842	0.5132
1940	0.9138	-0.6848	0.5044
1941	0.9142	-0.6818	0.4982
1942	0.9172	-0.684	0.4952
1943	0.9088	-0.6844	0.4926
1944	0.91	-0.6814	0.4982
1945	0.9092	-0.6826	0.4982
1946	0.9036	-0.6744	0.4942
1947	0.907	-0.6782	0.4896
1948	0.9134	-0.672	0.4774
1949	0.9112	-0.6736	0.4756
1950	0.9106	-0.6662	0.4736
1951	0.91	-0.6614	0.4802
1952	0.9136	-0.6692	0.4876
1953	0.912	-0.6678	0.4858
1954	0.9154	-0.6748	0.4832
1955	0.913	-0.6722	0.484
1956	0.9248	-0.6704	0.4938
1957	0.9316	-0.6718	0.4954
1958	0.9322	-0.676	0.5022
1959	0.9296	-0.6778	0.5132
1960	0.9232	-0.6738	0.521
1961	0.9178	-0.6658	0.515
1962	0.9182	-0.6672	0.5218
1963	0.9218	-0.6678	0.5252
1964	0.9178	-0.6672	0.5206
1965	0.9252	-0.6674	0.5194
1966	0.9244	-0.681	0.5296
1967	0.9226	-0.682	0.5196
1968	0.9168	-0.6778	0.5168
1969	0.9232	-0.6838	0.5248
1970	0.915	-0.6928	0.512
1971	0.9154	-0.6964	0.52
1972	0.9086	-0.6928	0.5158
1973	0.9078	-0.6908	0.5104
1974	0.9094	-0.6956	0.505
1975	0.9104	-0.6956	0.4952
1976	0.91	-0.6946	0.5028
1977	0.908	-0.6986	0.5018
1978	0.9026	-0.6986	0.5024
1979	0.9102	-0.692	0.4984
1980	0.909	-0.6912	0.502
1981	0.9058	-0.693	0.501
1982	0.9082	-0.6864	0.503
1983	0.9112	-0.6906	0.5016
1984	0.916	-0.6888	0.4972
1985	0.9064	-0.6918	0.4986
1986	0.906	-0.688	0.492
1987	0.9112	-0.6884	0.4998
1988	0.9126	-0.6932	0.501
1989	0.9122	-0.6916	0.4938
1990	0.9088	-0.6894	0.4848
1991	0.9028	-0.694	0.493
1992	0.9038	-0.7054	0.4936
1993	0.9054	-0.6996	0.495
1994	0.9062	-0.6988	0.4978
1995	0.902	-0.7066	0.4994
1996	0.9064	-0.7138	0.4958
1997	0.9076	-0.7158	0.4874
1998	0.9068	-0.7122	0.4926
1999	0.912	-0.7188	0.4792
2000	0.919	-0.714	0.491
2001	0.9138	-0.71	0.4912
2002	0.9112	-0.7114	0.4896
2003	0.9168	-0.7178	0.4922
2004	0.9234	-0.7188	0.4934
2005	0.9138	-0.7166	0.4878
2006	0.9092	-0.7138	0.4782
2007	0.91	-0.7148	0.4742
2008	0.9102	-0.713	0.476
2009	0.906	-0.7136	0.4814
2010	0.917	-0.7088	0.4828
2011	0.9182	-0.7148	0.4846
2012	0.9154	-0.7176	0.4844
2013	0.9078	-0.715	0.48
2014	0.9196	-0.7164	0.4826
2015	0.9208	-0.716	0.4864
2016	0.9182	-0.7098	0.4826
2017	0.9116	-0.707	0.4808
2018	0.9124	-0.7034	0.485
2019	0.9068	-0.6984	0.4806
2020	0.9072	-0.708	0.4806
2021	0.9108	-0.7086	0.4932
2022	0.9066	-0.7146	0.5024
2023	0.9048	-0.7096	0.5076
2024	0.9132	-0.7148	0.504
2025	0.9162	-0.7168	0.504
2026	0.9136	-0.7104	0.5082
2027	0.9136	-0.7144	0.5108
2028	0.9096	-0.709	0.5036
2029	0.9054	-0.7092	0.4994
2030	0.904	-0.711	0.507
2031	0.9098	-0.7096	0.5088
2032	0.909	-0.7084	0.5098
2033	0.9116	-0.7094	0.5098
2034	0.9118	-0.713	0.5128
2035	0.9074	-0.7182	0.5164
2036	0.9038	-0.701	0.5118
2037	0.9114	-0.6964	0.5006
2038	0.9072	-0.6918	0.4976
2039	0.9084	-0.7006	0.508
2040	0.9084	-0.7102	0.4952
2041	0.9068	-0.7112	0.4998
2042	0.9048	-0.7196	0.5034
2043	0.901	-0.726	0.5008
2044	0.9048	-0.7298	0.5042
2045	0.9034	-0.7232	0.4972
2046	0.9106	-0.72	0.4982
2047	0.914	-0.7222	0.4976
2048	0.92	-0.726	0.4886
2049	0.9158	-0.722	0.496
2050	0.9138	-0.7138	0.491
2051	0.9162	-0.7166	0.4982
2052	0.9162	-0.7044	0.5086
2053	0.9188	-0.7112	0.5146
2054	0.912	-0.7108	0.5172
2055	0.9042	-0.7186	0.5216
2056	0.915	-0.7262	0.5152
2057	0.918	-0.7164	0.529
2058	0.9222	-0.718	0.5262
2059	0.9238	-0.7314	0.5236
2060	0.9318	-0.7268	0.5166
2061	0.923	-0.733	0.5062
2062	0.9172	-0.7292	0.5096
2063	0.9224	-0.728	0.5084
2064	0.9202	-0.7298	0.517
2065	0.9118	-0.7242	0.5134
2066	0.9108	-0.732	0.5102
2067	0.9124	-0.7284	0.5086
2068	0.9212	-0.7268	0.5036
2069	0.9156	-0.7232	0.4992
2070	0.9182	-0.7188	0.4864
2071	0.9134	-0.7248	0.4882
2072	0.9122	-0.7258	0.4932
2073	0.9088	-0.723	0.4852
2074	0.9146	-0.7198	0.4798
2075	0.9138	-0.724	0.4776
2076	0.9176	-0.7238	0.4698
2077	0.9134	-0.7308	0.4726
2078	0.9166	-0.7242	0.474
2079	0.9062	-0.7226	0.4756
2080	0.9138	-0.7192	0.4758
2081	0.9188	-0.72	0.468
2082	0.9152	-0.7346	0.4492
2083	0.9122	-0.73	0.456
2084	0.919	-0.7296	0.456
2085	0.9084	-0.7284	0.4484
2086	0.914	-0.7242	0.4538
2087	0.9194	-0.7138	0.4506
2088	0.908	-0.717	0.452
2089	0.9008	-0.7194	0.4596
2090	0.9062	-0.7172	0.467
2091	0.913	-0.7126	0.4726
2092	0.9248	-0.72	0.4706
2093	0.911	-0.7182	0.4762
2094	0.917	-0.7156	0.4826
2095	0.9252	-0.7184	0.4806
2096	0.9266	-0.718	0.4758
2097	0.9192	-0.7268	0.4766
2098	0.9236	-0.7174	0.4788
2099	0.922	-0.717	0.4862
2100	0.9192	-0.7116	0.4768
2101	0.9224	-0.709	0.4772
2102	0.9268	-0.7138	0.4716
2103	0.9258	-0.7132	0.4746
2104	0.9254	-0.714	0.474
2105	0.9212	-0.7124	0.4768
2106	0.9232	-0.7168	0.4806
2107	0.9204	-0.7078	0.4858
2108	0.9258	-0.713	0.4816
2109	0.9244	-0.7214	0.4924
2110	0.9262	-0.7214	0.4838
2111	0.924	-0.7268	0.4906
2112	0.9246	-0.7244	0.485
2113	0.918	-0.7178	0.4844
2114	0.9164	-0.7214	0.4774
2115	0.912	-0.718	0.4842
2116	0.9142	-0.7246	0.4742
2117	0.9138	-0.7184	0.4902
2118	0.9118	-0.7176	0.4784
2119	0.9234	-0.719	0.4692
2120	0.926	-0.7252	0.4672
2121	0.9226	-0.7226	0.468
2122	0.9218	-0.7206	0.4542
2123	0.9216	-0.72	0.4494
2124	0.9212	-0.7164	0.4468
2125	0.9178	-0.7046	0.4524
2126	0.918	-0.7092	0.4624
2127	0.903	-0.7226	0.4482
2128	0.906	-0.723	0.4484
2129	0.9048	-0.7162	0.4506
2130	0.9064	-0.716	0.4406
2131	0.907	-0.7224	0.445
2132	0.9132	-0.7194	0.4556
2133	0.9118	-0.7168	0.4496
2134	0.921	-0.7114	0.45
2135	0.912	-0.7128	0.4468
2136	0.9186	-0.7202	0.4482
2137	0.9116	-0.7268	0.4514
2138	0.9072	-0.7286	0.4546
2139	0.8968	-0.7264	0.4656
2140	0.9008	-0.7292	0.4672
2141	0.8986	-0.7342	0.4718
2142	0.9008	-0.7356	0.47
2143	0.9088	-0.7358	0.4596
2144	0.9148	-0.7394	0.4558
2145	0.9046	-0.7354	0.4632
2146	0.9086	-0.748	0.4564
2147	0.907	-0.7504	0.458
2148	0.9026	-0.7426	0.4612
2149	0.9032	-0.7516	0.455
2150	0.9016	-0.7536	0.4592
2151	0.9094	-0.7492	0.4524
2152	0.9048	-0.7506	0.4574
2153	0.903	-0.756	0.4688
2154	0.8994	-0.7452	0.4718
2155	0.9102	-0.7472	0.4742
2156	0.9078	-0.7476	0.4828
2157	0.905	-0.7524	0.4808
2158	0.9062	-0.7472	0.4886
2159	0.9106	-0.7446	0.4864
2160	0.9112	-0.7354	0.494
2161	0.9118	-0.7404	0.4932
2162	0.908	-0.7426	0.488
2163	0.9104	-0.7472	0.4934
2164	0.914	-0.7442	0.4988
2165	0.9018	-0.7468	0.4962
2166	0.9048	-0.7438	0.4982
2167	0.8986	-0.749	0.511
2168	0.8992	-0.7546	0.5136
2169	0.9014	-0.7424	0.5134
2170	0.901	-0.7492	0.5142
2171	0.9034	-0.7478	0.511
2172	0.9004	-0.7522	0.5094
2173	0.911	-0.741	0.5114
2174	0.9154	-0.7364	0.509
2175	0.9238	-0.7378	0.5134
2176	0.9294	-0.7368	0.5072
2177	0.9228	-0.7424	0.5132
2178	0.9256	-0.7492	0.5092
2179	0.918	-0.742	0.5142
2180	0.9204	-0.7444	0.5182
2181	0.9254	-0.7518	0.4948
2182	0.9204	-0.7486	0.5072
2183	0.9162	-0.7462	0.5126
2184	0.9214	-0.7436	0.5124
2185	0.919	-0.7458	0.5146
2186	0.9204	-0.754	0.5166
2187	0.9184	-0.7534	0.5256
2188	0.9218	-0.7524	0.5216
2189	0.9144	-0.7454	0.5164
2190	0.909	-0.7466	0.516
2191	0.9052	-0.7458	0.515
2192	0.9082	-0.7466	0.5128
2193	0.9064	-0.7548	0.5054
2194	0.9118	-0.7582	0.503
2195	0.916	-0.7606	0.5134
2196	0.909	-0.7612	0.5156
2197	0.9204	-0.7518	0.5156
2198	0.9168	-0.7534	0.5196
2199	0.9194	-0.7598	0.5118
2200	0.9114	-0.7566	0.5064
2201	0.904	-0.7508	0.508
2202	0.898	-0.7524	0.5178
2203	0.9	-0.7576	0.5186
2204	0.9016	-0.7514	0.5224
2205	0.9138	-0.7444	0.5204
2206	0.913	-0.745	0.5218
2207	0.9082	-0.7468	0.5328
2208	0.9058	-0.7532	0.5352
2209	0.9014	-0.7518	0.5342
2210	0.8948	-0.7568	0.5348
2211	0.8984	-0.7494	0.5274
2212	0.9018	-0.751	0.535
2213	0.9054	-0.751	0.5384
2214	0.8986	-0.7422	0.535
2215	0.9064	-0.7452	0.533
2216	0.9118	-0.7442	0.5372
2217	0.9168	-0.7436	0.5378
2218	0.9164	-0.7454	0.5364
2219	0.9212	-0.7466	0.5352
2220	0.9166	-0.7416	0.527
2221	0.9156	-0.7356	0.532
2222	0.9108	-0.731	0.5314
2223	0.9062	-0.7352	0.5398
2224	0.91	-0.7348	0.5292
2225	0.9164	-0.7322	0.5202
2226	0.911	-0.7478	0.5262
2227	0.9166	-0.7454	0.527
2228	0.9096	-0.7454	0.5176
2229	0.9054	-0.7444	0.5248
2230	0.9014	-0.7448	0.5238
2231	0.9052	-0.7274	0.5306
2232	0.9084	-0.7374	0.525
2233	0.9024	-0.7392	0.519
2234	0.898	-0.7372	0.5154
2235	0.901	-0.7544	0.5198
2236	0.892	-0.7682	0.5268
2237	0.8948	-0.7704	0.526
2238	0.8918	-0.762	0.5336
2239	0.8878	-0.7668	0.53
2240	0.8944	-0.7682	0.5262
2241	0.8906	-0.7576	0.5246
2242	0.9012	-0.7512	0.5254
2243	0.9106	-0.7506	0.5204
2244	0.9096	-0.7532	0.5164
2245	0.9154	-0.747	0.5198
2246	0.9072	-0.7492	0.5132
2247	0.9118	-0.7458	0.513
2248	0.9054	-0.7458	0.5158
2249	0.9056	-0.746	0.5186
2250	0.9182	-0.7484	0.5216
2251	0.9152	-0.7438	0.5208
2252	0.9102	-0.7342	0.5168
2253	0.9116	-0.7358	0.5228
2254	0.9104	-0.7306	0.5256
2255	0.9116	-0.7356	0.526
2256	0.9062	-0.7438	0.5278
2257	0.8984	-0.7396	0.5278
2258	0.8984	-0.7398	0.5198
2259	0.9028	-0.7338	0.5298
2260	0.9048	-0.7398	0.5262
2261	0.9066	-0.741	0.527
2262	0.9068	-0.737	0.524
2263	0.912	-0.731	0.5254
2264	0.9132	-0.7318	0.5228
2265	0.9128	-0.7388	0.5166
2266	0.9138	-0.7476	0.519
2267	0.916	-0.75	0.5208
2268	0.9126	-0.7452	0.5274
2269	0.9158	-0.744	0.532
2270	0.9196	-0.7552	0.5362
2271	0.9206	-0.7526	0.528
2272	0.9226	-0.7532	0.5324
2273	0.9252	-0.7586	0.541
2274	0.9322	-0.752	0.5332
2275	0.9198	-0.747	0.5364
2276	0.9128	-0.7634	0.5356
2277	0.9114	-0.7732	0.539
2278	0.9092	-0.7714	0.534
2279	0.9066	-0.7648	0.529
2280	0.9024	-0.7678	0.5354
2281	0.8962	-0.7714	0.534
2282	0.8952	-0.7722	0.5378
2283	0.8936	-0.7716	0.5392
2284	0.8908	-0.7688	0.5314
2285	0.902	-0.7748	0.5278
2286	0.9058	-0.7772	0.5248
2287	0.9058	-0.7756	0.529
2288	0.9082	-0.7704	0.5264
2289	0.9088	-0.7746	0.5248
2290	0.914	-0.7656	0.5366
2291	0.9116	-0.7572	0.5358
2292	0.9108	-0.7554	0.5306
2293	0.9108	-0.7582	0.5302
2294	0.9028	-0.7506	0.533
2295	0.906	-0.7512	0.5308
2296	0.906	-0.7524	0.527
2297	0.903	-0.7564	0.5314
2298	0.9016	-0.7516	0.5436
2299	0.9004	-0.7456	0.5432
2300	0.9036	-0.7358	0.545
2301	0.9132	-0.7428	0.538
2302	0.909	-0.7412	0.54
2303	0.9176	-0.7448	0.544
2304	0.9078	-0.7432	0.5394
2305	0.9098	-0.754	0.5336
2306	0.922	-0.757	0.5392
2307	0.9226	-0.756	0.5352
2308	0.9206	-0.7534	0.5332
2309	0.9206	-0.7436	0.5488
2310	0.9284	-0.7376	0.5528
2311	0.9252	-0.7394	0.5584
2312	0.9228	-0.739	0.5636
2313	0.9174	-0.744	0.5574
2314	0.909	-0.7444	0.5494
2315	0.909	-0.7488	0.5596
2316	0.9092	-0.7548	0.5562
2317	0.9094	-0.7518	0.5482
2318	0.9094	-0.745	0.533
2319	0.9	-0.7548	0.5312
2320	0.9094	-0.7506	0.5194
2321	0.903	-0.7612	0.5222
2322	0.906	-0.761	0.5256
2323	0.909	-0.7536	0.5294
2324	0.9112	-0.7528	0.5242
2325	0.9144	-0.7598	0.5306
2326	0.9184	-0.7608	0.5358
2327	0.9122	-0.757	0.541
2328	0.9072	-0.7414	0.5436
2329	0.9058	-0.7404	0.54
2330	0.9006	-0.7458	0.5344
2331	0.905	-0.7458	0.5294
