#t	m1	m2	m3
3852	0.9044	-0.9122	0.7496
3853	0.9134	-0.9142	0.7518
3854	0.9128	-0.9038	0.7436
3855	0.9116	-0.907	0.7528
3856	0.918	-0.9116	0.7532
3857	0.9194	-0.9092	0.7516
3858	0.9152	-0.9018	0.7408
3859	0.9114	-0.9016	0.7434
3860	0.9024	-0.9098	0.7402
3861	0.897	-0.9068	0.7454
3862	0.9024	-0.9192	0.7446
3863	0.9014	-0.9098	0.7498
3864	0.9048	-0.9054	0.7446
3865	0.9126	-0.9102	0.7472
3866	0.9094	-0.9144	0.7522
3867	0.9104	-0.9138	0.745
3868	0.9048	-0.9196	0.7462
3869	0.9028	-0.9116	0.7476
3870	0.8976	-0.903	0.7356
3871	0.8916	-0.908	0.7342
3872	0.895	-0.909	0.7362
3873	0.8938	-0.916	0.7388
3874	0.8934	-0.9172	0.7366
3875	0.8932	-0.9178	0.7334
3876	0.8958	-0.9116	0.7318
3877	0.9042	-0.9118	0.7234
3878	0.9034	-0.908	0.716
3879	0.9024	-0.9086	0.7194
3880	0.904	-0.9096	0.7122
3881	0.9136	-0.9084	0.7132
3882	0.9076	-0.9032	0.7126
3883	0.9074	-0.9106	0.7062
3884	0.9012	-0.9084	0.6968
3885	0.8958	-0.9136	0.7014
3886	0.904	-0.9128	0.6992
3887	0.897	-0.9116	0.7078
3888	0.9078	-0.9148	0.7212
3889	0.9102	-0.913	0.7182
3890	0.9034	-0.9112	0.7264
3891	0.9074	-0.9114	0.7314
3892	0.9086	-0.91	0.7292
3893	0.9034	-0.9112	0.7254
3894	0.9048	-0.92	0.726
3895	0.9036	-0.9152	0.7314
3896	0.8962	-0.9216	0.725
3897	0.9036	-0.9178	0.7256
3898	0.9056	-0.9188	0.726
3899	0.9068	-0.914	0.713
3900	0.9132	-0.9136	0.714
3901	0.9136	-0.9006	0.725
3902	0.9156	-0.908	0.7306
3903	0.9074	-0.906	0.7326
3904	0.9024	-0.912	0.7398
3905	0.9026	-0.8996	0.737
3906	0.9086	-0.905	0.7328
3907	0.9066	-0.9128	0.728
3908	0.9138	-0.911	0.7384
3909	0.9134	-0.9246	0.7388
3910	0.9192	-0.9254	0.7348
3911	0.9184	-0.919	0.7464
3912	0.918	-0.9178	0.7464
3913	0.9106	-0.9222	0.7468
3914	0.9134	-0.928	0.745
3915	0.9152	-0.929	0.7468
3916	0.924	-0.9258	0.7542
3917	0.918	-0.9212	0.7502
3918	0.917	-0.9204	0.7474
3919	0.9194	-0.923	0.7472
3920	0.9108	-0.9236	0.7526
3921	0.9124	-0.9182	0.7536
3922	0.9148	-0.9304	0.7546
3923	0.9166	-0.931	0.752
3924	0.9128	-0.9266	0.749
3925	0.9184	-0.9318	0.7436
3926	0.9142	-0.925	0.743
3927	0.9158	-0.9244	0.7448
3928	0.9128	-0.9164	0.7488
3929	0.9154	-0.9192	0.747
3930	0.9224	-0.9264	0.7426
3931	0.9282	-0.9238	0.7442
3932	0.9246	-0.9256	0.7496
3933	0.9258	-0.918	0.7452
3934	0.9218	-0.9134	0.7478
3935	0.9152	-0.9034	0.748
3936	0.9188	-0.9068	0.7562
3937	0.919	-0.9082	0.7552
3938	0.9228	-0.8956	0.7622
3939	0.929	-0.9018	0.7666
3940	0.925	-0.9	0.7594
3941	0.9294	-0.911	0.763
3942	0.9276	-0.915	0.7562
3943	0.9232	-0.9194	0.7554
3944	0.9106	-0.9146	0.7546
3945	0.9098	-0.9174	0.754
3946	0.9102	-0.9116	0.7576
3947	0.9112	-0.9158	0.7554
3948	0.9112	-0.909	0.7544
3949	0.9164	-0.9116	0.7492
3950	0.916	-0.9118	0.7534
3951	0.9142	-0.9098	0.7512
3952	0.9134	-0.909	0.761
3953	0.9126	-0.9038	0.7558
3954	0.9194	-0.905	0.7656
3955	0.9192	-0.9052	0.7648
3956	0.9206	-0.9034	0.772
3957	0.9188	-0.9074	0.7658
3958	0.9094	-0.9106	0.7628
3959	0.9098	-0.9084	0.7698
3960	0.9128	-0.9106	0.7686
3961	0.9014	-0.9126	0.7566
3962	0.905	-0.9086	0.7642
3963	0.9052	-0.9086	0.78
3964	0.9056	-0.9076	0.7854
3965	0.9104	-0.9126	0.7828
3966	0.9126	-0.9042	0.7796
3967	0.9162	-0.9076	0.7742
3968	0.9098	-0.9104	0.7606
3969	0.9052	-0.9044	0.7574
3970	0.9048	-0.9118	0.762
3971	0.904	-0.9104	0.75
3972	0.8998	-0.908	0.7498
3973	0.9048	-0.9126	0.7522
3974	0.8922	-0.9034	0.757
3975	0.906	-0.899	0.76
3976	0.9076	-0.9032	0.7634
3977	0.917	-0.91	0.7664
3978	0.9196	-0.9154	0.7626
3979	0.9328	-0.9174	0.7594
3980	0.9364	-0.9176	0.758
3981	0.9284	-0.9146	0.7668
3982	0.933	-0.9202	0.7634
3983	0.933	-0.919	0.7596
3984	0.934	-0.9166	0.7658
3985	0.9282	-0.9186	0.7704
3986	0.9228	-0.9172	0.7754
3987	0.9218	-0.9126	0.772
3988	0.927	-0.914	0.773
3989	0.9172	-0.9172	0.7738
3990	0.918	-0.9132	0.7754
3991	0.9184	-0.908	0.7716
3992	0.918	-0.905	0.7816
3993	0.9088	-0.9062	0.7792
3994	0.9056	-0.9108	0.7838
3995	0.908	-0.9174	0.7844
3996	0.9074	-0.913	0.7828
3997	0.9158	-0.92	0.7774
3998	0.9064	-0.9204	0.7708
3999	0.9042	-0.9176	0.774
4000	0.9016	-0.9182	0.7692
4001	0.9026	-0.9162	0.7668
4002	0.9098	-0.9172	0.7698
4003	0.9174	-0.9062	0.7652
4004	0.9188	-0.9016	0.7632
4005	0.9166	-0.901	0.7604
4006	0.9146	-0.8962	0.7728
4007	0.9152	-0.9012	0.7722
4008	0.9132	-0.905	0.7724
4009	0.9176	-0.9114	0.7612
4010	0.9134	-0.9094	0.7504
4011	0.9152	-0.9066	0.7568
4012	0.9072	-0.9064	0.7586
4013	0.908	-0.9134	0.7584
4014	0.9144	-0.914	0.7632
4015	0.9036	-0.9126	0.7664
4016	0.9112	-0.9074	0.7678
4017	0.9082	-0.905	0.7708
4018	0.9168	-0.9028	0.7604
4019	0.9224	-0.9132	0.7664
4020	0.918	-0.9226	0.7686
4021	0.9164	-0.9176	0.7652
4022	0.918	-0.9182	0.769
4023	0.9168	-0.919	0.773
4024	0.916	-0.9134	0.776
4025	0.9238	-0.9184	0.7772
4026	0.9272	-0.9178	0.784
4027	0.923	-0.9086	0.778
4028	0.9218	-0.9058	0.7708
4029	0.9242	-0.9072	0.7688
4030	0.9236	-0.9168	0.7754
4031	0.9162	-0.908	0.7764
4032	0.9108	-0.9156	0.7796
4033	0.9136	-0.913	0.7838
4034	0.9154	-0.9134	0.7902
4035	0.9148	-0.9176	0.7794
4036	0.9174	-0.9172	0.7804
4037	0.9124	-0.9202	0.7768
4038	0.9098	-0.9216	0.7788
4039	0.9104	-0.925	0.7816
4040	0.907	-0.9226	0.788
4041	0.9028	-0.9182	0.7904
4042	0.8996	-0.913	0.7936
4043	0.908	-0.914	0.7904
4044	0.9082	-0.913	0.7888
4045	0.9164	-0.9158	0.791
4046	0.9186	-0.915	0.7924
4047	0.9222	-0.9246	0.7994
4048	0.9206	-0.9184	0.7932
4049	0.9174	-0.9196	0.792
4050	0.9198	-0.9244	0.7926
4051	0.9228	-0.922	0.8046
4052	0.9228	-0.9302	0.8052
4053	0.925	-0.9186	0.7996
4054	0.9124	-0.9178	0.7914
4055	0.9172	-0.9124	0.7886
4056	0.922	-0.9202	0.7928
4057	0.9144	-0.9106	0.7928
4058	0.9072	-0.9104	0.7912
4059	0.9106	-0.907	0.7912
4060	0.9172	-0.9044	0.7976
4061	0.9126	-0.9076	0.8014
4062	0.901	-0.9056	0.8018
4063	0.8992	-0.9056	0.8038
4064	0.906	-0.902	0.8062
4065	0.9066	-0.9002	0.803
4066	0.907	-0.9046	0.8004
4067	0.9124	-0.8958	0.8052
4068	0.9158	-0.9004	0.8024
4069	0.9112	-0.908	0.804
4070	0.903	-0.9118	0.8154
4071	0.9048	-0.9188	0.8126
4072	0.9098	-0.922	0.8042
4073	0.917	-0.917	0.804
4074	0.9118	-0.9216	0.804
4075	0.9102	-0.9132	0.805
4076	0.9092	-0.911	0.8136
4077	0.9126	-0.912	0.8092
4078	0.9198	-0.9046	0.8108
4079	0.9126	-0.9114	0.8048
4080	0.9102	-0.9112	0.7978
4081	0.9088	-0.912	0.8038
4082	0.9102	-0.911	0.8078
4083	0.906	-0.9052	0.7996
4084	0.9082	-0.8992	0.8006
4085	0.9058	-0.9014	0.8042
4086	0.898	-0.904	0.8048
4087	0.8968	-0.8952	0.7964
4088	0.8954	-0.8972	0.796
4089	0.9022	-0.8996	0.7908
4090	0.9094	-0.9024	0.789
4091	0.9126	-0.9054	0.794
4092	0.9218	-0.906	0.801
4093	0.92	-0.9038	0.7966
4094	0.9232	-0.9136	0.8024
4095	0.9224	-0.906	0.7992
4096	0.9246	-0.9052	0.8076
4097	0.9186	-0.9086	0.8034
4098	0.9136	-0.913	0.8106
4099	0.9148	-0.9218	0.8062
4100	0.9154	-0.9234	0.8114
4101	0.9112	-0.919	0.8202
4102	0.9106	-0.907	0.8204
4103	0.9052	-0.9094	0.8196
4104	0.9048	-0.9034	0.8168
4105	0.9028	-0.8978	0.817
4106	0.9042	-0.8966	0.8202
4107	0.9124	-0.8962	0.824
4108	0.911	-0.8976	0.836
4109	0.905	-0.9058	0.8454
4110	0.911	-0.9036	0.8432
4111	0.9134	-0.898	0.8464
4112	0.917	-0.899	0.843
4113	0.9158	-0.9018	0.8374
4114	0.9164	-0.913	0.8234
4115	0.9132	-0.916	0.8354
4116	0.9142	-0.9122	0.8414
4117	0.9144	-0.9114	0.8484
4118	0.9076	-0.907	0.8456
4119	0.9086	-0.9056	0.8468
4120	0.9134	-0.901	0.844
4121	0.9112	-0.9096	0.8528
4122	0.9138	-0.9164	0.848
4123	0.9152	-0.9126	0.8494
4124	0.915	-0.906	0.8398
4125	0.9102	-0.9096	0.8494
4126	0.9154	-0.9084	0.839
4127	0.917	-0.9088	0.848
4128	0.9176	-0.9112	0.841
4129	0.9304	-0.9054	0.8416
4130	0.929	-0.9062	0.8356
4131	0.9232	-0.9058	0.8382
4132	0.9206	-0.8976	0.8298
4133	0.9264	-0.9008	0.836
4134	0.919	-0.9072	0.829
4135	0.9176	-0.897	0.8314
4136	0.9168	-0.8972	0.8358
4137	0.9158	-0.9042	0.8318
4138	0.9226	-0.9048	0.8344
4139	0.9248	-0.9026	0.8478
4140	0.9178	-0.9016	0.844
4141	0.9208	-0.9056	0.8428
4142	0.9176	-0.9132	0.8344
4143	0.9234	-0.9222	0.8436
4144	0.9268	-0.9086	0.84
4145	0.926	-0.909	0.8416
4146	0.9246	-0.9076	0.8468
4147	0.919	-0.9036	0.84
4148	0.9172	-0.9012	0.8502
4149	0.9234	-0.9174	0.8482
4150	0.9158	-0.9166	0.8506
4151	0.9222	-0.913	0.851
4152	0.922	-0.9116	0.8508
4153	0.9256	-0.9084	0.8504
4154	0.922	-0.9112	0.8572
4155	0.9226	-0.9184	0.8566
4156	0.9186	-0.918	0.857
4157	0.92	-0.9184	0.855
4158	0.9146	-0.9176	0.8654
4159	0.9148	-0.9124	0.8638
4160	0.9222	-0.9044	0.8654
4161	0.9138	-0.9116	0.8592
4162	0.9214	-0.921	0.8578
4163	0.9292	-0.9234	0.8576
4164	0.9308	-0.9196	0.855
4165	0.9266	-0.9192	0.8456
4166	0.924	-0.9198	0.8494
4167	0.9212	-0.9168	0.8498
4168	0.911	-0.9058	0.8514
4169	0.9138	-0.9106	0.8504
4170	0.9148	-0.9116	0.8482
4171	0.9222	-0.9068	0.8528
4172	0.9214	-0.9098	0.8656
4173	0.924	-0.908	0.859
4174	0.9232	-0.913	0.8576
4175	0.915	-0.914	0.8562
4176	0.925	-0.9192	0.8506
4177	0.9236	-0.9278	0.849
4178	0.921	-0.9308	0.8406
4179	0.9184	-0.9328	0.8446
4180	0.9226	-0.921	0.8452
4181	0.922	-0.9164	0.8538
4182	0.923	-0.9128	0.8532
4183	0.924	-0.9098	0.8624
4184	0.9168	-0.9086	0.86
4185	0.9222	-0.901	0.8608
4186	0.9218	-0.898	0.8586
4187	0.9252	-0.892	0.8756
4188	0.9258	-0.9004	0.863
4189	0.9286	-0.904	0.8614
4190	0.9244	-0.9072	0.854
4191	0.922	-0.8992	0.8506
4192	0.9188	-0.904	0.8566
4193	0.9206	-0.9056	0.8618
4194	0.9212	-0.9128	0.8622
4195	0.9246	-0.9176	0.8588
4196	0.9156	-0.9176	0.8706
4197	0.9238	-0.9136	0.8672
4198	0.923	-0.9136	0.8628
4199	0.9272	-0.9212	0.8602
4200	0.9278	-0.9178	0.8628
4201	0.927	-0.9148	0.869
4202	0.9268	-0.9202	0.8714
4203	0.9268	-0.922	0.8732
4204	0.9204	-0.9198	0.8686
4205	0.923	-0.9192	0.861
4206	0.9212	-0.9212	0.8538
4207	0.9216	-0.9186	0.8552
4208	0.9188	-0.9194	0.8554
4209	0.9154	-0.9166	0.8586
4210	0.905	-0.918	0.853
4211	0.9092	-0.919	0.8466
4212	0.9138	-0.9186	0.8356
4213	0.917	-0.9174	0.839
4214	0.9188	-0.9172	0.845
4215	0.9188	-0.9136	0.847
4216	0.9234	-0.9226	0.8478
4217	0.9226	-0.9152	0.8512
4218	0.9214	-0.9182	0.8442
4219	0.9216	-0.9076	0.8462
4220	0.9246	-0.9142	0.8466
4221	0.923	-0.9146	0.8518
4222	0.9158	-0.922	0.8468
4223	0.9176	-0.913	0.8458
4224	0.9138	-0.91	0.8502
4225	0.9072	-0.9098	0.8502
4226	0.9058	-0.9102	0.8492
4227	0.9	-0.898	0.8466
4228	0.9062	-0.903	0.8464
4229	0.9066	-0.8958	0.8488
4230	0.9042	-0.9056	0.847
4231	0.908	-0.9048	0.854
4232	0.911	-0.9054	0.8556
4233	0.912	-0.9052	0.8616
4234	0.9128	-0.9074	0.8552
4235	0.9136	-0.9076	0.8574
4236	0.9178	-0.9036	0.855
4237	0.9092	-0.9096	0.8648
4238	0.9096	-0.9092	0.85
4239	0.8964	-0.907	0.8608
4240	0.8972	-0.9118	0.8572
4241	0.9024	-0.9074	0.8486
4242	0.9066	-0.9086	0.8442
4243	0.9056	-0.899	0.8566
4244	0.9126	-0.8992	0.8608
4245	0.9152	-0.9022	0.8568
4246	0.9156	-0.906	0.8554
4247	0.913	-0.9144	0.857
4248	0.906	-0.9188	0.851
4249	0.9004	-0.92	0.8534
4250	0.9112	-0.9214	0.8506
4251	0.906	-0.91	0.8474
4252	0.9082	-0.914	0.8476
4253	0.9036	-0.9186	0.8496
4254	0.9052	-0.913	0.856
4255	0.9054	-0.9136	0.8454
4256	0.9038	-0.9068	0.8454
4257	0.9124	-0.9022	0.8418
4258	0.9134	-0.9042	0.8494
4259	0.917	-0.902	0.844
4260	0.9114	-0.9108	0.8436
4261	0.9056	-0.9116	0.8426
4262	0.9074	-0.9096	0.8518
4263	0.9116	-0.914	0.8522
4264	0.9092	-0.9154	0.8416
4265	0.9014	-0.9164	0.842
4266	0.9138	-0.9142	0.8452
4267	0.9104	-0.912	0.8418
4268	0.9088	-0.907	0.8446
4269	0.9044	-0.9034	0.8404
4270	0.9124	-0.91	0.851
4271	0.9078	-0.9104	0.8456
4272	0.9048	-0.9082	0.8418
4273	0.904	-0.913	0.8428
4274	0.8926	-0.9116	0.8434
4275	0.903	-0.9176	0.8412
4276	0.899	-0.9252	0.8394
4277	0.8992	-0.9244	0.8504
4278	0.901	-0.914	0.844
4279	0.9072	-0.917	0.8392
4280	0.9076	-0.9056	0.8462
4281	0.907	-0.9026	0.8428
4282	0.9048	-0.9064	0.8402
4283	0.902	-0.9114	0.8396
4284	0.9068	-0.903	0.8242
4285	0.9142	-0.9058	0.8224
4286	0.9176	-0.903	0.8278
4287	0.9132	-0.909	0.8326
4288	0.918	-0.9082	0.8346
4289	0.9178	-0.9104	0.8438
4290	0.9154	-0.9106	0.8412
4291	0.9148	-0.9152	0.8488
4292	0.9198	-0.9218	0.8402
4293	0.9214	-0.9256	0.8374
4294	0.923	-0.9294	0.8346
4295	0.9242	-0.9276	0.834
4296	0.9268	-0.9324	0.8356
4297	0.9218	-0.9288	0.8366
4298	0.9184	-0.9362	0.8408
4299	0.9262	-0.9236	0.8468
4300	0.9148	-0.9202	0.8422
4301	0.916	-0.9186	0.843
4302	0.9126	-0.917	0.8456
4303	0.9188	-0.9118	0.8382
4304	0.9164	-0.9116	0.8406
4305	0.9136	-0.911	0.8386
4306	0.9116	-0.9078	0.8486
4307	0.9046	-0.9084	0.8492
4308	0.9064	-0.909	0.8456
4309	0.905	-0.9154	0.8428
4310	0.9084	-0.9124	0.839
4311	0.9118	-0.9238	0.8398
4312	0.9018	-0.9204	0.85
4313	0.902	-0.9204	0.842
4314	0.9028	-0.9146	0.8456
4315	0.9056	-0.9172	0.844
4316	0.9096	-0.919	0.8466
4317	0.9048	-0.9238	0.8528
4318	0.9172	-0.92	0.8512
4319	0.9212	-0.9234	0.848
4320	0.9166	-0.917	0.8448
4321	0.911	-0.9212	0.8444
4322	0.92	-0.9156	0.8442
4323	0.9094	-0.9096	0.8482
4324	0.9156	-0.9108	0.851
4325	0.9154	-0.9078	0.8532
4326	0.9116	-0.906	0.8494
4327	0.9036	-0.9022	0.8482
4328	0.9094	-0.9036	0.8536
4329	0.916	-0.9076	0.862
4330	0.9102	-0.9136	0.8666
4331	0.9194	-0.9082	0.867
4332	0.9142	-0.911	0.8672
4333	0.9126	-0.9046	0.8712
4334	0.9096	-0.9034	0.8676
4335	0.9068	-0.9106	0.8694
4336	0.9026	-0.8966	0.8756
4337	0.9026	-0.8956	0.869
4338	0.9094	-0.8964	0.865
4339	0.9086	-0.8954	0.8636
4340	0.9054	-0.9056	0.8678
4341	0.9166	-0.896	0.8626
4342	0.9156	-0.8964	0.8658
4343	0.9152	-0.9	0.8608
4344	0.913	-0.9038	0.8594
4345	0.91	-0.8994	0.8718
4346	0.9102	-0.905	0.8728
4347	0.9102	-0.9038	0.8622
4348	0.909	-0.9032	0.8642
4349	0.9102	-0.9034	0.8626
4350	0.9214	-0.905	0.8612
4351	0.915	-0.9038	0.8638
4352	0.9214	-0.91	0.8708
4353	0.9108	-0.899	0.8754
4354	0.925	-0.8894	0.8772
4355	0.9208	-0.8942	0.877
4356	0.9266	-0.894	0.866
4357	0.9314	-0.9032	0.8638
4358	0.9262	-0.9116	0.8608
4359	0.9274	-0.909	0.8602
4360	0.9152	-0.9134	0.8616
4361	0.91	-0.9068	0.853
4362	0.9192	-0.9058	0.8608
4363	0.913	-0.911	0.8618
4364	0.9142	-0.9028	0.8672
4365	0.9122	-0.9064	0.8658
4366	0.91	-0.9064	0.8594
4367	0.9104	-0.9074	0.8624
4368	0.9138	-0.9068	0.8664
4369	0.9142	-0.9034	0.8634
4370	0.9082	-0.9	0.8608
4371	0.911	-0.9004	0.862
4372	0.9142	-0.9016	0.8622
4373	0.9206	-0.9104	0.8714
4374	0.9194	-0.9134	0.8648
4375	0.919	-0.9046	0.859
4376	0.916	-0.9082	0.8616
4377	0.9196	-0.902	0.862
4378	0.906	-0.9002	0.8566
4379	0.905	-0.9046	0.8536
4380	0.9096	-0.9124	0.8434
4381	0.9144	-0.8974	0.8446
4382	0.9136	-0.9	0.8562
4383	0.909	-0.9014	0.8586
4384	0.9116	-0.9	0.8566
4385	0.906	-0.9018	0.851
4386	0.9054	-0.8948	0.848
4387	0.908	-0.9036	0.85
4388	0.9062	-0.912	0.8482
4389	0.9018	-0.914	0.8518
4390	0.909	-0.915	0.8566
4391	0.9128	-0.9136	0.8616
4392	0.918	-0.9068	0.8672
4393	0.9144	-0.9088	0.8634
4394	0.908	-0.9164	0.861
4395	0.913	-0.918	0.8736
4396	0.9222	-0.9196	0.8692
4397	0.9214	-0.9286	0.864
4398	0.9216	-0.9238	0.8618
4399	0.9182	-0.914	0.8634
4400	0.913	-0.9164	0.8682
4401	0.916	-0.9112	0.8678
4402	0.9222	-0.9162	0.8574
4403	0.9162	-0.9164	0.8526
4404	0.9312	-0.9192	0.8562
4405	0.9236	-0.9228	0.856
4406	0.9164	-0.9234	0.8564
4407	0.9116	-0.9212	0.861
4408	0.9114	-0.9222	0.8546
4409	0.925	-0.9246	0.8572
4410	0.9136	-0.9232	0.8554
4411	0.9174	-0.9202	0.8508
4412	0.926	-0.915	0.8488
4413	0.9212	-0.9166	0.8456
4414	0.9194	-0.9144	0.8402
4415	0.915	-0.9164	0.8466
4416	0.9116	-0.9106	0.843
4417	0.9108	-0.9036	0.85
4418	0.9046	-0.908	0.8492
4419	0.8968	-0.9128	0.8484
4420	0.9074	-0.9186	0.8388
4421	0.9056	-0.9198	0.839
4422	0.905	-0.9198	0.8366
4423	0.9142	-0.9058	0.8392
4424	0.9162	-0.9098	0.8358
4425	0.9198	-0.9126	0.8368
4426	0.9168	-0.9094	0.8348
4427	0.9116	-0.9128	0.8474
4428	0.911	-0.9104	0.8502
4429	0.9214	-0.9036	0.8484
4430	0.9248	-0.9024	0.8444
4431	0.9186	-0.898	0.844
4432	0.9134	-0.9006	0.8448
4433	0.9222	-0.9012	0.8456
4434	0.9218	-0.9134	0.8378
4435	0.9294	-0.9118	0.8444
4436	0.9132	-0.908	0.8442
4437	0.9024	-0.8994	0.8382
4438	0.905	-0.9034	0.8434
4439	0.8978	-0.9066	0.841
4440	0.8986	-0.9098	0.8414
4441	0.9008	-0.911	0.8414
4442	0.8986	-0.9138	0.8554
4443	0.8976	-0.9254	0.8564
4444	0.9048	-0.926	0.8574
4445	0.9044	-0.9302	0.8532
4446	0.9098	-0.921	0.8496
4447	0.9114	-0.9204	0.8574
4448	0.9182	-0.922	0.853
4449	0.9108	-0.9216	0.847
4450	0.9128	-0.9206	0.8452
4451	0.9172	-0.9122	0.845
4452	0.9142	-0.9084	0.8482
4453	0.917	-0.9054	0.8396
4454	0.918	-0.909	0.836
4455	0.9222	-0.9094	0.8458
4456	0.923	-0.9082	0.852
4457	0.9136	-0.9074	0.8532
4458	0.9098	-0.9068	0.846
4459	0.9062	-0.9124	0.842
4460	0.9084	-0.9156	0.8476
4461	0.9062	-0.9122	0.8512
4462	0.9104	-0.9098	0.8532
4463	0.9066	-0.916	0.8506
4464	0.911	-0.9082	0.8396
4465	0.9138	-0.9058	0.8468
4466	0.9142	-0.9084	0.8508
4467	0.9152	-0.908	0.8554
4468	0.919	-0.9084	0.853
4469	0.9202	-0.9022	0.8556
4470	0.9148	-0.9066	0.8566
4471	0.9136	-0.9122	0.8564
4472	0.9108	-0.9168	0.8598
4473	0.9106	-0.9136	0.8612
4474	0.9148	-0.9224	0.8518
4475	0.9138	-0.9154	0.8526
4476	0.9154	-0.9136	0.853
4477	0.9218	-0.9098	0.8584
4478	0.9222	-0.9062	0.8526
4479	0.9204	-0.9134	0.8526
4480	0.9156	-0.91	0.8498
4481	0.9214	-0.9088	0.8428
4482	0.92	-0.905	0.8488
4483	0.9152	-0.9026	0.8502
4484	0.9172	-0.9142	0.851
4485	0.9226	-0.9108	0.8416
4486	0.9266	-0.9132	0.8454
4487	0.9228	-0.9112	0.8452
4488	0.9234	-0.8994	0.8518
4489	0.92	-0.9016	0.8534
4490	0.9124	-0.8998	0.8596
4491	0.9058	-0.8992	0.8562
4492	0.9086	-0.9002	0.8542
4493	0.8992	-0.9002	0.8614
4494	0.9092	-0.89	0.8596
4495	0.9102	-0.9008	0.8584
4496	0.9106	-0.9036	0.8534
4497	0.9152	-0.9004	0.8446
4498	0.9218	-0.907	0.8414
4499	0.9152	-0.9072	0.8396
4500	0.9068	-0.9022	0.848
4501	0.9126	-0.907	0.8504
4502	0.9172	-0.9038	0.8448
4503	0.9062	-0.8942	0.8538
4504	0.9004	-0.9056	0.851
4505	0.9068	-0.9034	0.8476
4506	0.9056	-0.9058	0.8426
4507	0.9084	-0.9098	0.8332
4508	0.9166	-0.9076	0.8436
4509	0.9126	-0.91	0.8478
4510	0.917	-0.909	0.8466
4511	0.906	-0.909	0.8412
4512	0.8988	-0.9138	0.852
4513	0.909	-0.9238	0.8542
4514	0.914	-0.9186	0.8544
4515	0.9146	-0.929	0.8524
4516	0.9174	-0.9264	0.8468
4517	0.9248	-0.9282	0.847
4518	0.9216	-0.924	0.847
4519	0.9196	-0.9238	0.854
4520	0.9272	-0.9166	0.8466
4521	0.9258	-0.9208	0.8446
4522	0.9266	-0.9262	0.8458
4523	0.9212	-0.9192	0.8374
4524	0.9136	-0.9216	0.8378
4525	0.9274	-0.9188	0.833
4526	0.919	-0.9032	0.8282
4527	0.9152	-0.904	0.8348
4528	0.916	-0.9124	0.8302
4529	0.9192	-0.9052	0.8364
4530	0.9232	-0.9094	0.8408
4531	0.9144	-0.9046	0.8324
4532	0.912	-0.9172	0.836
4533	0.9158	-0.9174	0.8342
4534	0.9094	-0.9194	0.835
4535	0.9088	-0.9186	0.8404
4536	0.9144	-0.9208	0.8398
4537	0.9096	-0.9258	0.8454
4538	0.9134	-0.9266	0.837
4539	0.9118	-0.9166	0.826
4540	0.9124	-0.9186	0.8282
4541	0.9158	-0.9154	0.8342
4542	0.9184	-0.9148	0.8356
4543	0.9174	-0.9232	0.8354
4544	0.9166	-0.9366	0.8434
4545	0.9092	-0.922	0.8408
4546	0.9164	-0.9226	0.8504
4547	0.9068	-0.9256	0.8572
4548	0.911	-0.9234	0.8606
4549	0.9144	-0.9244	0.8568
4550	0.9198	-0.917	0.8566
4551	0.92	-0.919	0.8516
4552	0.9176	-0.9166	0.8468
4553	0.9052	-0.9108	0.8488
4554	0.901	-0.9112	0.852
4555	0.9056	-0.9138	0.8466
4556	0.9116	-0.9156	0.8454
4557	0.9124	-0.915	0.841
4558	0.908	-0.9212	0.8502
4559	0.9092	-0.9196	0.8444
4560	0.9026	-0.9248	0.8524
4561	0.9046	-0.921	0.8552
4562	0.9078	-0.9072	0.8574
4563	0.9164	-0.9132	0.8704
4564	0.9124	-0.9082	0.8686
4565	0.9084	-0.9162	0.8628
4566	0.9084	-0.9168	0.8614
4567	0.8954	-0.9224	0.8686
4568	0.9032	-0.9254	0.861
4569	0.901	-0.912	0.8596
4570	0.8972	-0.9082	0.8692
4571	0.9078	-0.9052	0.8618
4572	0.9046	-0.9018	0.8574
4573	0.9134	-0.9002	0.8494
4574	0.9142	-0.9068	0.855
4575	0.9138	-0.911	0.861
4576	0.9144	-0.9098	0.8632
4577	0.9058	-0.9124	0.8626
4578	0.8996	-0.9166	0.8652
4579	0.8954	-0.9154	0.8626
4580	0.9032	-0.917	0.8672
4581	0.91	-0.9144	0.8588
4582	0.9068	-0.9066	0.859
4583	0.9038	-0.9062	0.863
4584	0.913	-0.9024	0.8524
4585	0.9176	-0.904	0.8476
4586	0.9076	-0.9046	0.8538
4587	0.9066	-0.9086	0.8586
4588	0.908	-0.9084	0.8552
4589	0.9164	-0.9064	0.856
4590	0.9182	-0.9076	0.8562
4591	0.9152	-0.9138	0.8522
4592	0.9158	-0.9034	0.8502
4593	0.9086	-0.899	0.853
4594	0.9148	-0.8902	0.8502
4595	0.9102	-0.8794	0.8558
4596	0.9152	-0.8786	0.8618
4597	0.9142	-0.886	0.8634
4598	0.9168	-0.8924	0.8656
4599	0.9114	-0.9064	0.863
4600	0.9054	-0.9102	0.8632
4601	0.8978	-0.9006	0.8562
4602	0.896	-0.9028	0.856
4603	0.9	-0.8958	0.8576
4604	0.8968	-0.9032	0.8554
4605	0.9052	-0.8968	0.852
4606	0.916	-0.8948	0.8494
4607	0.911	-0.8874	0.8504
4608	0.9146	-0.8958	0.862
4609	0.9094	-0.893	0.8592
4610	0.9092	-0.8966	0.8606
4611	0.9184	-0.8968	0.8662
